env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
SailboatWindwardToReach-v0,PPO,500000,20,280.36199185,22.54882669470015,238.1,21.6281979685877,649.129043340683
