env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
SailboatReachToDownwind-v0,PPO,500000,20,269.97363895,16.93666851429812,246.85,20.38904504616969,643.4877138137817
