env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
SailboatRaceJibePractice-v0,PPO,250000,20,668.25791805,13.959676757900404,715.2,62.426040450406504,320.3877274990082
