env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
SailboatUpwind-v0,PPO,250000,20,184.5485914,18.426953380800636,2534.65,188.77423859704675,312.5525698661804
SailboatUpwind-v0,PPO,500000,20,203.59930730000002,11.698631763884364,2342.4,121.43891685253038,664.0585532188416
