env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
SailboatWindwardToReach-v0,PPO,250000,20,270.40066175000004,30.636790433270466,306.7,210.66788529516512,358.3772394657135
