env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
Sailboat-v0,PPO,1000000,20,361.92136895,6.715062555944596,1202.75,60.79722552533913,1177.0103106498718
