env_id,model,training_timesteps,n_eval_episodes,mean_reward,std_reward,mean_episode_timesteps,std_episode_timesteps,training_time_seconds
SailboatReachToDownwind-v0,PPO,250000,20,266.81397905,17.83914673573034,244.4,23.281797724040942,310.94190645217896
