agent,env_id,model_path,total_reward,timesteps
PPO Downwind Model,SailboatDownwind-v0,models/ppo/downwind_step/ppo_upwind_1M_windwardtoreach_250K_reachtoleeward_250K_reachrounding_250K_upwind_500K_downwind_500K.zip,353.0055715422424,876
